EVENT	HeLa_CNTRL	HeLa_CNTRL_A	HeLa_CNTRL_B	HeLa_CNTRL_C	HeLa_SON	HeLa_SON_A	HeLa_SON_B	HeLa_SON_C	HeLa_SRRM2	HeLa_SRRM2_A	HeLa_SRRM2_B	HeLa_SRRM2_C	HepG2_CNTRL	HepG2_CNTRL_A	HepG2_CNTRL_B	HepG2_CNTRL_C	HepG2_MARS	HepG2_MARS_Aa	HepG2_MARS_Ab	HepG2_MARS_Ba	HepG2_MARS_Bb	HepG2_MARS_Ca	HepG2_MARS_Cb	HepG2_RARS	HepG2_RARS_A	HepG2_RARS_B	HepG2_RARS_C	HepG2_SRRM2	HepG2_SRRM2_Aa	HepG2_SRRM2_Ab	HepG2_SRRM2_Ba	HepG2_SRRM2_Bb	HepG2_SRRM2_Ca	HepG2_SRRM2_Cb
METTL26=HsaEX0009601	58.53	62.33	65.70	61.85	74.94	NA	NA	NA	41.76	NA	NA	55.52	58.81	55.84	60.80	58.11	53.84	55.49	49.38	59.83	54.30	54.18	50.46	53.26	55.87	59.30	46.39	41.87	37.77	38.17	39.19	43.38	49.72	47.57
EIF2S3=HsaEX7004586	4.76	NA	NA	NA	15.07	NA	NA	NA	4.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF331=HsaEX0073435	6.30	NA	NA	NA	NA	NA	NA	NA	11.89	NA	NA	NA	7.11	0.00	23.94	3.25	0.00	NA	NA	NA	NA	NA	NA	3.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANKHD1=HsaEX0004213	69.04	66.27	76.74	68.29	76.37	83.53	75.82	76.74	69.06	77.78	74.68	63.33	89.36	95.85	87.41	84.53	91.11	91.40	92.64	94.61	92.47	85.41	90.71	91.74	91.95	92.51	91.19	90.65	91.61	87.69	87.65	87.45	94.22	93.20
ZSWIM4=HsaEX0074584	100.00	NA	NA	NA	86.96	NA	80.95	NA	94.29	NA	NA	NA	100.00	NA	NA	NA	100.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100.00	NA	NA	NA	NA	NA	NA
LINC00470=HsaEX7108303	69.83	65.48	67.65	80.12	71.09	68.33	NA	NA	78.08	77.38	76.43	81.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
INPP5K=HsaEX6019794	NA	NA	NA	NA	17.65	NA	NA	NA	NA	4.76	NA	NA	14.44	15.49	16.67	7.14	9.76	0.00	9.09	NA	NA	11.76	6.67	7.69	7.32	10.00	5.08	4.55	0.00	5.88	NA	NA	NA	9.09
COQ3=HsaEX0016821	4.30	2.60	2.94	5.79	5.89	4.96	2.02	6.94	7.45	6.96	8.94	6.60	17.09	22.31	18.39	10.09	17.88	17.50	17.45	13.04	14.50	17.65	24.44	15.51	16.31	15.69	14.71	23.59	22.94	27.29	9.43	16.77	29.30	37.73
FIGNL1=HsaEX0025804	16.09	17.70	5.60	20.86	18.12	13.77	15.12	25.99	15.73	22.27	13.26	9.04	2.47	3.43	3.70	1.10	3.50	NA	NA	NA	NA	1.77	5.34	3.59	3.43	2.57	4.74	2.87	0.00	2.10	NA	NA	3.45	2.78
ZRANB2=HsaEX0074528	64.71	65.68	65.03	61.73	61.27	65.45	76.24	52.94	60.53	56.90	63.03	67.32	43.56	51.15	44.44	36.87	49.07	50.00	43.59	47.62	49.33	46.43	54.72	42.71	41.30	48.53	36.81	44.36	49.66	41.90	48.84	39.47	43.23	41.27
GPS2=HsaEX6020495	98.94	97.57	100.00	100.00	77.88	NA	85.29	78.38	98.77	100.00	100.00	96.79	99.83	100.00	99.63	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	99.80	100.00	100.00	99.33	99.77	100.00	98.64	100.00	100.00	100.00	100.00
GPS2=HsaEX0028461	100.00	100.00	NA	NA	71.70	NA	NA	NA	91.87	NA	NA	100.00	99.65	99.56	99.44	100.00	99.68	100.00	100.00	98.79	100.00	99.40	100.00	99.74	100.00	100.00	99.16	99.46	100.00	98.47	100.00	99.27	99.21	100.00
VPS13B=HsaEX6081666	100.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	78.29	35.36	47.07	100.00	NA	NA	NA	NA	NA	NA	NA	94.01	66.49	67.45	84.36	29.46	NA	NA	NA	NA	NA	NA
SDF2=HsaEX0056742	19.19	21.00	15.33	10.74	22.53	20.76	19.02	19.70	10.78	9.83	10.02	12.20	2.65	2.86	3.57	1.13	2.68	3.26	2.73	0.98	2.65	2.47	3.67	1.78	1.54	1.58	2.23	1.91	2.29	2.06	1.80	2.25	2.22	1.44
DCAF8=HsaEX0018649	83.27	80.63	84.75	84.35	86.59	87.01	87.24	84.43	80.86	83.42	76.69	79.28	62.59	63.53	65.33	61.25	56.65	43.80	62.96	46.69	51.25	59.86	55.96	62.12	49.61	75.83	64.74	53.71	53.65	47.09	78.06	42.87	54.00	60.19
FBXO44=HsaEX0025339	5.66	NA	NA	0.00	1.25	0.00	0.00	3.40	4.81	8.76	3.64	NA	36.32	40.18	48.69	24.10	16.97	9.93	23.39	11.65	13.11	27.10	20.04	26.44	21.91	27.34	31.33	11.99	9.27	9.41	4.28	8.74	14.91	21.96
XPO4=HsaEX0071799	61.80	57.17	59.04	69.12	64.38	64.70	67.46	62.19	63.19	69.32	58.87	61.41	67.22	63.57	66.28	72.87	69.59	92.23	NA	NA	NA	77.59	70.35	69.46	70.35	67.65	69.92	80.94	75.93	94.80	90.37	NA	71.09	76.69
AP4B1=HsaEX6032870	97.97	93.62	100.00	100.00	96.28	96.43	100.00	93.71	92.14	92.32	95.96	89.96	90.32	96.82	87.06	89.32	92.28	83.57	92.08	NA	100.00	94.02	94.96	95.99	93.44	100.00	94.43	89.93	85.37	96.43	100.00	75.84	94.02	86.17
LPIN1=HsaEX7101729	9.44	10.88	10.40	5.22	7.48	0.00	5.68	15.02	15.68	15.31	15.92	10.87	0.00	NA	NA	NA	3.20	NA	NA	NA	NA	NA	NA	8.59	6.90	NA	NA	11.58	17.59	11.52	NA	NA	NA	NA
BIVM=HsaEX0008150	65.12	71.87	54.84	68.18	59.96	NA	NA	NA	56.44	49.21	62.96	57.81	76.62	81.40	69.23	81.44	79.31	84.00	NA	NA	NA	92.00	73.14	82.73	72.60	86.15	94.74	76.39	77.68	77.17	NA	NA	78.57	86.21
BIVM=HsaEX0008152	89.75	85.89	86.85	100.00	85.48	100.00	76.28	80.17	91.17	93.46	91.44	89.38	93.55	93.38	94.22	92.62	96.98	94.81	100.00	93.44	93.42	100.00	97.00	90.97	90.68	88.74	93.13	94.48	97.10	91.39	91.82	92.72	95.97	96.53
CCDC146=HsaEX6008591	100.00	NA	NA	NA	100.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	85.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSPAN31=HsaEX6067505	84.21	NA	NA	NA	90.91	NA	NA	NA	78.57	NA	NA	NA	92.12	93.10	88.73	95.92	94.84	97.70	93.41	96.49	100.00	92.31	90.00	88.17	91.49	82.26	90.70	93.85	89.47	94.78	100.00	96.67	92.50	95.45
PAN2=HsaEX6067133	100.00	NA	100.00	100.00	58.97	NA	NA	NA	100.00	100.00	100.00	100.00	99.24	100.00	97.73	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	99.07	100.00	97.25	100.00	100.00	100.00	100.00	NA	100.00	100.00	100.00
PHF11=HsaEX0046936	12.40	13.01	18.79	7.21	9.50	7.08	9.18	15.29	15.09	19.14	17.80	10.79	20.61	7.95	17.54	36.24	16.82	29.24	16.67	NA	8.11	13.09	NA	15.86	17.83	18.91	13.42	20.06	17.32	21.90	9.82	NA	NA	14.02
C9orf78=HsaEX0011725	87.18	87.69	86.63	87.14	76.64	76.41	76.54	76.99	87.62	88.62	87.14	87.18	99.52	100.00	99.32	99.32	99.77	100.00	100.00	98.35	100.00	100.00	100.00	100.00	100.00	100.00	100.00	99.36	99.03	96.89	98.48	100.00	100.00	100.00
ZNF189=HsaEX0073137	22.94	18.75	28.97	20.75	32.67	31.51	32.35	32.31	29.66	32.08	32.00	28.07	33.97	33.64	31.58	39.20	34.59	39.13	26.67	31.43	NA	33.33	40.48	39.85	40.88	35.43	41.67	42.41	52.69	47.13	15.00	NA	44.30	43.33
IL11RA=HsaEX6061052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	86.94	NA	NA	NA	100.00	NA	NA	NA	NA	NA	NA	100.00	NA	NA	NA	93.71	NA	NA	NA	NA	NA	NA
BPHL=HsaEX0008325	4.59	NA	3.05	NA	4.27	NA	10.92	0.00	3.50	6.76	NA	2.70	19.15	21.72	16.33	19.51	14.73	13.96	15.88	12.88	19.21	15.45	10.06	23.22	23.37	18.69	26.37	18.43	17.89	12.19	25.89	18.11	21.91	20.70
TGS1=HsaEX0064739	96.77	94.82	100.00	96.54	98.06	97.37	97.43	100.00	97.43	100.00	95.32	96.86	58.50	59.86	56.79	60.81	60.51	91.02	58.44	56.93	NA	61.04	51.69	63.87	65.17	57.44	71.06	70.65	63.42	77.94	77.05	71.61	62.92	70.71
TGS1=HsaEX0064740	98.92	97.48	100.00	100.00	97.02	97.80	100.00	94.68	99.00	100.00	96.38	100.00	86.67	87.67	87.59	84.06	75.01	58.67	NA	78.66	92.92	68.91	77.61	88.39	91.12	81.00	91.01	88.99	88.76	81.50	83.33	85.82	100.00	100.00
SDCBP=HsaEX6080882	10.13	13.21	NA	14.20	16.39	14.25	NA	14.12	13.71	NA	13.47	NA	0.82	0.73	1.40	0.00	0.00	0.00	NA	NA	NA	0.00	0.00	0.66	0.80	0.00	1.30	0.00	0.00	0.00	NA	NA	0.00	0.00
DDX60=HsaEX6086815	100.00	NA	NA	NA	100.00	NA	NA	NA	94.63	88.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
USP8=HsaEX7008463	0.00	NA	0.00	NA	NA	NA	NA	NA	9.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FRAS1=HsaEX6085036	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.69	98.25	98.00	100.00	97.52	NA	NA	NA	NA	90.47	100.00	93.19	100.00	96.96	86.24	94.84	100.00	NA	NA	NA	83.61	100.00
SUOX=HsaEX0062919	15.63	8.00	21.99	13.62	13.21	20.00	9.52	8.11	25.00	25.00	13.33	35.29	79.21	85.27	77.27	71.43	81.96	NA	100.00	80.95	NA	74.19	85.37	81.16	80.57	85.19	NA	81.27	65.85	81.97	NA	84.42	100.00	74.91
SUOX=HsaEX0062921	7.79	4.16	11.03	6.95	5.24	3.41	2.62	8.60	9.01	10.08	7.00	9.57	33.24	35.57	28.29	38.28	26.26	NA	NA	17.11	25.51	22.11	30.64	25.56	29.38	NA	11.37	31.46	25.61	48.70	29.44	NA	27.49	22.50
N4BP2L1=HsaEX0041431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	82.28	85.03	83.51	77.33	80.54	NA	82.31	NA	100.00	NA	NA	79.45	81.30	80.05	76.78	66.64	52.18	66.73	NA	NA	NA	87.49
RB1=HsaEX6040316	96.71	100.00	96.59	93.69	98.71	96.23	100.00	93.40	98.93	96.42	100.00	100.00	90.37	88.91	93.40	88.60	90.63	93.01	85.68	100.00	100.00	86.56	91.49	87.48	85.07	89.02	88.11	87.76	85.20	87.50	NA	100.00	96.28	77.08
WARS=HsaEX0070830	43.52	45.96	42.48	45.37	27.96	31.51	34.14	31.63	38.63	40.46	38.61	45.71	37.41	34.84	41.67	36.29	14.68	12.84	13.16	12.18	15.64	14.60	NA	29.85	28.92	29.17	33.37	22.40	26.70	17.68	22.45	10.31	NA	32.91
NEIL1=HsaEX0042447	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.54	7.48	16.98	3.70	14.01	NA	NA	19.59	NA	0.00	0.00	3.69	12.70	0.00	NA	16.89	15.21	5.56	NA	NA	NA	NA
ULK3=HsaEX6075827	100.00	NA	NA	NA	62.55	NA	NA	NA	100.00	NA	NA	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.91	100.00	100.00	100.00	100.00	93.39	100.00
NUDT7=HsaEX0044188	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43.36	41.07	49.79	42.23	47.83	43.08	66.02	32.55	43.89	40.52	NA	44.76	36.93	54.50	46.76	52.93	51.22	54.01	34.99	55.80	55.64	58.68
TLDC1=HsaEX0034200	87.77	77.46	NA	94.02	68.53	67.81	74.81	79.19	79.38	NA	NA	NA	1.72	NA	3.23	NA	0.49	NA	NA	NA	NA	NA	1.96	0.00	0.00	0.00	NA	2.84	NA	1.72	NA	NA	NA	NA
RANBP10=HsaEX0052132	0.00	NA	NA	NA	0.00	NA	NA	NA	4.23	NA	NA	NA	20.39	13.24	28.35	13.90	NA	NA	27.74	32.68	NA	43.82	28.11	14.33	NA	14.67	8.89	31.80	22.27	14.08	NA	NA	46.43	32.28
GREB1L=HsaEX0028598	100.00	NA	NA	NA	100.00	100.00	NA	NA	88.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PELP1=HsaEX6020185	92.16	NA	88.24	100.00	69.37	NA	NA	NA	84.91	NA	NA	85.71	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	99.88	100.00	100.00	100.00	100.00	100.00	99.23
ANAPC11=HsaEX0004046	67.42	64.46	63.56	67.56	68.45	63.53	68.90	70.69	70.10	69.47	67.72	68.81	47.40	47.50	52.01	44.63	46.15	47.50	43.13	45.98	46.26	47.11	48.76	49.78	49.30	53.29	48.15	50.43	49.27	51.22	54.19	48.66	50.68	49.36
P3H4=HsaEX6022663	100.00	NA	NA	NA	55.36	NA	NA	NA	95.77	100.00	NA	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00
CFAP74=HsaEX6027810	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100.00	NA	100.00	100.00	91.19	NA	NA	NA	NA	NA	NA	88.82	100.00	NA	NA	77.99	NA	NA	NA	NA	NA	82.01
ARHGEF19=HsaEX0005648	97.71	100.00	NA	NA	74.88	82.20	81.09	NA	100.00	NA	NA	100.00	100.00	NA	NA	NA	100.00	NA	NA	NA	100.00	NA	NA	100.00	NA	100.00	NA	100.00	NA	NA	NA	NA	NA	NA
PRUNE1=HsaEX0050506	85.30	NA	NA	78.77	100.00	NA	NA	NA	100.00	NA	NA	NA	95.51	98.00	93.65	94.86	97.77	100.00	100.00	100.00	92.70	97.16	96.95	96.10	94.86	94.70	100.00	95.56	94.91	94.49	100.00	87.30	94.53	100.00
EFNA3=HsaEX7102171	86.14	83.67	88.57	NA	89.61	87.88	92.31	91.30	95.20	NA	94.12	100.00	NA	NA	NA	NA	100.00	NA	NA	NA	NA	NA	NA	100.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PYCR2=HsaEX7102361	100.00	100.00	100.00	100.00	83.47	91.30	79.45	85.33	98.97	100.00	97.04	100.00	99.65	100.00	99.05	100.00	99.68	100.00	100.00	100.00	98.01	100.00	100.00	99.89	100.00	100.00	99.68	99.78	100.00	100.00	100.00	100.00	98.44	100.00
SNRPG=HsaEX7001230	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	92.25	NA	NA	NA	NA	NA	NA	100.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MEIS1=HsaEX0038789	100.00	NA	NA	NA	100.00	NA	NA	NA	100.00	NA	NA	100.00	93.55	NA	88.89	NA	100.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	88.24	NA	NA	NA	NA	NA	NA
TEX261=HsaEX0064563	67.21	NA	NA	NA	44.19	NA	NA	NA	57.33	69.23	NA	NA	90.05	94.41	88.07	88.06	89.54	82.18	76.27	90.24	91.38	89.87	94.29	87.81	87.23	87.30	89.82	90.40	83.50	89.04	94.83	91.60	95.65	90.67
SCN1A=HsaEX7001534	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.50	16.28	15.61	20.49	10.07	NA	NA	4.09	2.48	NA	23.12	22.45	18.11	28.47	23.07	7.37	0.00	5.18	NA	NA	NA	11.55
ANKMY1=HsaEX7101734	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.97	0.00	0.00	2.33	17.79	21.44	18.33	15.61	15.56	7.17	NA	NA	NA	NA	NA	9.28	12.98	7.67	8.82	5.33	8.80	NA	0.00	NA	NA	6.32
OSBPL10=HsaEX6054875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	78.23	NA	NA	NA	72.20	NA	NA	NA	NA	NA	NA	91.69	NA	NA	NA	100.00	NA	NA	NA	NA	NA	NA
ACKR2=HsaEX0012856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.64	NA	29.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39.16	NA	NA	NA	NA	NA	NA
GOLGA4=HsaEX0027977	67.09	54.59	NA	NA	76.92	67.37	86.44	NA	72.27	NA	NA	64.61	73.36	72.55	72.76	75.24	76.97	78.62	80.92	NA	NA	83.56	64.60	65.55	60.59	65.08	71.76	79.57	70.56	75.78	NA	NA	100.00	80.77
PTPRG=HsaEX6056911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	91.07	91.90	92.11	87.29	77.92	NA	NA	NA	NA	NA	72.97	89.75	87.15	89.42	94.90	85.89	NA	NA	NA	NA	NA	NA
NICN1=HsaEX0042898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81.02	77.09	82.06	82.68	74.30	68.20	87.10	57.93	69.09	73.05	85.54	79.97	77.60	85.02	77.24	79.65	73.44	75.83	77.40	85.56	78.95	87.80
TM4SF19=HsaEX0065178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45.48	33.81	54.38	38.39	49.74	39.80	57.86	60.27	NA	NA	57.61	46.97	48.53	53.65	39.01	68.86	68.89	72.90	64.17	66.70	57.36	48.18
SETD7=HsaEX7002871	100.00	NA	NA	NA	NA	NA	NA	NA	83.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CBR4=HsaEX7002951	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	95.97	NA	NA	NA	87.66	NA	NA	NA	NA	NA	NA	100.00	NA	NA	NA	100.00	NA	NA	NA	NA	NA	NA
GIN1=HsaEX0027474	99.00	96.92	100.00	100.00	100.00	100.00	100.00	100.00	98.23	97.70	100.00	97.87	89.15	80.65	90.00	94.74	86.21	92.00	NA	NA	NA	100.00	91.67	95.70	NA	NA	96.23	96.12	100.00	92.59	100.00	100.00	NA	100.00
TBC1D7=HsaEX0063931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80.46	NA	NA	NA	92.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PPP1R18=HsaEX7003647	85.56	84.47	89.54	83.70	83.38	80.85	84.98	86.16	87.36	87.71	82.08	90.35	91.38	94.05	95.24	80.33	95.78	95.74	NA	100.00	100.00	93.60	NA	92.66	NA	NA	100.00	90.93	93.01	95.40	NA	NA	NA	NA
CCZ1B=HsaEX7104608	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.39	24.00	NA	33.33	17.24	NA	NA	20.00	NA	24.52	26.85	18.07	NA	NA	12.82	NA	NA	4.76	NA	NA
ATXN7L1=HsaEX0007305	80.86	NA	NA	NA	81.47	NA	NA	NA	NA	NA	NA	NA	64.57	NA	NA	NA	94.37	NA	NA	NA	NA	NA	NA	72.92	NA	NA	NA	100.00	NA	NA	NA	NA	NA	NA
LUC7L2=HsaEX0036992	15.15	13.17	15.66	15.70	13.69	12.75	15.74	14.30	22.02	22.07	23.84	22.00	1.21	1.06	2.05	0.27	2.68	2.13	3.37	1.96	0.00	4.88	1.75	2.92	0.27	4.63	4.15	2.70	1.83	0.88	6.31	3.03	4.14	2.22
LUC7L2=HsaEX7104895	NA	NA	NA	NA	NA	NA	NA	NA	15.00	NA	NA	NA	NA	NA	NA	NA	4.76	NA	NA	NA	NA	NA	NA	2.70	NA	NA	NA	8.33	NA	NA	NA	NA	NA	NA
NONO=HsaEX0043337	13.28	12.75	14.42	12.60	10.86	12.52	10.38	9.88	13.11	13.01	14.19	12.56	25.51	22.17	28.84	23.42	26.19	28.04	22.10	34.16	22.54	26.70	28.98	20.57	16.36	21.98	26.28	29.97	27.72	36.41	31.97	33.35	27.27	23.96
IGSF1=HsaEX0031178	85.19	78.95	NA	NA	NA	NA	NA	NA	100.00	NA	NA	100.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NAPRT=HsaEX0041665	100.00	100.00	100.00	100.00	NA	NA	NA	NA	86.03	100.00	82.45	80.12	97.96	100.00	97.01	97.67	95.96	92.00	100.00	100.00	100.00	83.33	100.00	93.42	97.18	90.49	92.66	91.30	NA	NA	100.00	NA	NA	NA
C9orf3=HsaEX0011648	82.75	NA	NA	NA	NA	NA	NA	NA	100.00	NA	NA	NA	84.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80.96	NA	NA	NA	89.48	NA	NA	NA	NA	NA	NA
C9orf3=HsaEX0011660	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100.00	NA	NA	NA	100.00	NA	NA	NA	NA	NA	NA	100.00	NA	NA	NA	82.65	NA	NA	NA	NA	NA	NA
C9orf142=HsaEX0011630	93.44	NA	NA	NA	53.49	NA	NA	NA	80.00	NA	NA	NA	93.29	93.83	95.96	91.22	91.57	95.29	93.65	92.73	90.80	88.61	87.42	86.16	85.35	90.08	82.61	88.74	86.27	84.85	95.92	89.41	83.70	96.19
IMMP1L=HsaEX0031574	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.74	NA	NA	NA	52.28	NA	NA	NA	NA	NA	NA	53.09	NA	NA	NA	25.07	NA	NA	NA	NA	NA	NA
KLHL35=HsaEX6003829	76.74	NA	NA	NA	56.76	NA	NA	NA	90.77	92.00	90.48	89.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
INTS4=HsaEX0031911	3.54	2.10	4.96	3.96	2.06	1.63	3.13	1.53	2.03	3.27	0.89	2.01	12.46	16.99	9.76	11.80	12.61	9.82	15.42	23.01	11.70	13.16	7.13	14.29	13.38	13.76	18.89	7.14	9.62	6.33	5.71	8.35	8.47	1.69
SLC22A9=HsaEX6002557	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	78.27	73.34	79.55	81.70	77.17	82.40	77.37	85.70	81.06	49.42	59.60	82.60	82.31	85.44	79.29	87.31	86.00	87.43	97.22	89.74	69.94	96.39
ITGB1=HsaEX6088103	18.25	14.57	19.79	22.90	9.18	2.83	18.48	8.42	13.83	21.27	11.07	10.12	9.70	0.00	13.10	12.84	7.32	NA	NA	NA	NA	NA	NA	1.28	0.00	NA	0.00	7.62	NA	NA	NA	NA	NA	NA
DLG2=HsaEX7006210	100.00	100.00	100.00	NA	100.00	100.00	NA	NA	100.00	100.00	NA	100.00	77.92	NA	59.46	NA	50.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.13	NA	NA	NA	NA	NA	NA
SCHIP1=HsaEX7103400	80.27	75.40	82.14	90.46	78.31	77.95	82.01	75.47	77.51	82.39	94.49	71.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RABGAP1L=HsaEX7000647	18.87	16.60	15.45	NA	23.10	19.80	22.14	31.75	27.88	NA	NA	17.58	1.99	8.84	0.00	0.00	1.36	NA	NA	NA	NA	0.00	NA	9.22	9.63	0.00	18.87	3.24	NA	0.00	NA	NA	NA	3.18
PLEKHH2=HsaEX6013135	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	91.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FARP1=HsaEX0024884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.91	7.05	9.07	13.19	18.84	0.00	10.34	25.99	21.70	31.82	13.61	9.20	9.07	3.30	14.69	16.95	15.64	21.01	30.71	18.52	7.88	8.81
PTPRK=HsaEX0051159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39.66	18.06	NA	48.88	45.47	NA	NA	NA	NA	NA	NA	52.22	NA	NA	NA	36.05	NA	NA	NA	NA	NA	NA
MPPE1=HsaEX0040009	NA	NA	NA	NA	12.35	NA	NA	NA	NA	NA	NA	NA	55.49	61.38	41.61	59.89	31.87	NA	NA	NA	NA	NA	29.07	45.20	42.62	42.50	NA	30.08	32.01	23.90	22.82	40.68	34.80	37.78
MPPE1=HsaEX0040013	70.99	NA	NA	NA	62.37	52.08	NA	74.80	83.79	NA	NA	87.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AK9=HsaEX0003436	92.51	100.00	86.24	94.22	87.47	92.79	89.78	79.23	91.53	92.41	100.00	84.67	98.51	94.35	100.00	100.00	97.07	NA	92.49	NA	NA	NA	NA	96.49	100.00	95.12	93.79	96.71	NA	NA	NA	NA	NA	100.00
ZFYVE27=HsaEX6089847	100.00	100.00	100.00	100.00	69.27	NA	NA	NA	97.78	100.00	90.48	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	99.50	98.50	100.00	100.00	99.49	97.92	100.00	100.00	100.00	100.00	100.00
RHOC=HsaEX0053515	9.78	9.44	8.13	9.55	4.29	3.05	4.38	4.14	8.83	8.25	7.01	8.13	52.41	45.35	52.64	58.89	44.84	50.87	45.05	43.16	41.59	44.98	42.97	46.46	46.44	47.11	45.62	45.37	45.84	46.62	46.77	42.19	50.87	45.50
NDUFAF6=HsaEX7005144	100.00	NA	NA	NA	100.00	NA	NA	NA	100.00	100.00	NA	100.00	90.06	82.40	100.00	84.14	71.14	NA	NA	NA	NA	NA	NA	89.81	NA	78.65	100.00	66.19	NA	NA	NA	NA	NA	NA
WDYHV1=HsaEX0071458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100.00	100.00	100.00	100.00	97.95	NA	100.00	NA	NA	100.00	NA	91.42	NA	100.00	84.81	88.68	NA	NA	NA	NA	NA	NA
MPV17L=HsaEX0040037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.74	39.88	56.94	49.49	56.01	49.61	47.51	56.78	56.80	52.86	68.95	57.60	61.44	49.84	63.54	57.71	57.38	68.90	65.36	54.79	43.91	56.74
